INSTNM,CITY,STABBR,TUITIONFEE_IN,TUITIONFEE_OUT,GraduationRate
New York Film Academy,Burbank,CA,36738.0,36738.0,0.709
Manna University,Fayetteville,NC,7163.0,7163.0,0.6923
Simmons College of Kentucky,Louisville,KY,16398.0,16398.0,0.34
North American University,Stafford,TX,12836.0,12836.0,0.2698
Keser Torah-Mayan Hatalmud,Lakewood,NJ,11060.0,11060.0,0.3333
Millennia Atlantic University,Doral,FL,12978.0,12978.0,1.0
John Paul the Great Catholic University,Escondido,CA,29500.0,29500.0,0.6533
University of Connecticut-Hartford Campus,Hartford,CT,17452.0,40120.0,0.6536
Ottawa University-Surprise,Surprise,AZ,35300.0,35300.0,0.2252
Chamberlain University-Missouri,St. Louis,MO,19686.0,19686.0,0.3333
Chamberlain University-Texas,Houston,TX,19686.0,19686.0,0.0
Dewey University-Manati,Manati,PR,7630.0,7630.0,0.7429
Los Angeles Pacific University,San Dimas,CA,11976.0,11976.0,0.325
South University-Savannah Online,Savannah,GA,16546.0,16546.0,0.0506
Criswell College,Dallas,TX,14310.0,14310.0,0.5714
Beverly Hills Design Institute,Beverly Hills,CA,23220.0,23220.0,0.0
Chamberlain University-Indiana,Indianapolis,IN,19686.0,19686.0,1.0
Sessions College for Professional Design,Tempe,AZ,12440.0,12440.0,0.5
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,13100.0,13100.0,0.12
Yeshiva Gedolah Zichron Leyma,Union,NJ,11350.0,11350.0,0.75
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,12300.0,12300.0,0.5304
Pennsylvania State University-World Campus,University Park,PA,15204.0,15204.0,0.3363
South University-Austin,Round Rock,TX,18238.0,18238.0,0.0909
Bryant & Stratton College-Online,Orchard Park,NY,15891.0,15891.0,0.1833
Platt College-Riverside,Riverside,CA,14804.0,14804.0,0.5611
Rasmussen University-Kansas,Topeka,KS,15340.0,15340.0,0.5
California Miramar University,San Diego,CA,9994.0,9994.0,0.0
Midwives College of Utah,Salt Lake City,UT,8256.0,8256.0,0.0
Grace Mission University,Fullerton,CA,3480.0,3480.0,0.0
Mid-South Christian College,Memphis,TN,11905.0,11905.0,0.75
Yeshiva Gedolah Kesser Torah,Monsey,NY,9600.0,9600.0,0.381
Yeshiva Yesodei Hatorah,Lakewood,NJ,12500.0,12500.0,0.0741
South University-High Point,High Point,NC,20650.0,20650.0,0.0
Augusta University,Augusta,GA,8122.0,23500.0,0.4865
Middle Georgia State University,Macon,GA,4432.0,14032.0,0.256
Veritas Baptist College,Lawrenceburg,IN,8992.0,8992.0,0.2857
DeVry College of New York,New York,NY,17488.0,17488.0,0.3333
DeVry University-Arizona,Phoenix,AZ,17488.0,17488.0,0.625
DeVry University-California,Ontario,CA,17488.0,17488.0,0.4286
DeVry University-Florida,Orlando,FL,17488.0,17488.0,0.4
DeVry University-Georgia,Decatur,GA,17488.0,17488.0,0.3636
DeVry University-Illinois,Lisle,IL,17488.0,17488.0,0.3686
DeVry University-Nevada,Henderson,NV,17488.0,17488.0,0.0
DeVry University-New Jersey,Iselin,NJ,17488.0,17488.0,0.3333
DeVry University-Ohio,Columbus,OH,17488.0,17488.0,0.45
DeVry University-Texas,Irving,TX,17488.0,17488.0,0.3333
DeVry University-Virginia,Arlington,VA,17488.0,17488.0,1.0
University of North Georgia,Dahlonega,GA,5009.0,15441.0,0.3685
South Georgia State College,Douglas,GA,2970.0,9322.0,0.2031
Florida Polytechnic University,Lakeland,FL,4940.0,21005.0,0.5302
Antioch College,Yellow Springs,OH,37143.0,37143.0,0.2632
Washington University of Science and Technology,Vienna,VA,13178.0,13178.0,0.5455
University of Florida-Online,Gainesville,FL,3876.0,16579.0,0.7766
University of Phoenix-Arizona,Phoenix,AZ,9552.0,9552.0,0.1951
Minerva University,San Francisco,CA,18700.0,18700.0,0.8883
Rabbinical College Ohr Yisroel,Brooklyn,NY,9000.0,9000.0,0.5152
University of North Texas at Dallas,Dallas,TX,9590.0,22189.0,0.4379
Georgia Military College,Milledgeville,GA,8112.0,8112.0,0.3294
West Coast University-Miami,Doral,FL,23691.0,23691.0,0.5
Lionel University,Carpinteria,CA,15288.0,15288.0,0.3837
California Intercontinental University,Sioux Falls,SD,9054.0,9054.0,0.1024
American College of the Building Arts,Charleston,SC,20572.0,20572.0,0.64
Atlantis University,Miami,FL,12720.0,12720.0,0.6129
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,10700.0,10700.0,0.5217
Yeshiva Ohr Yisrael,Brooklyn,NY,9400.0,9400.0,0.125
Yeshiva Sholom Shachna,Brooklyn,NY,10750.0,10750.0,0.0606
Bethlehem College & Seminary,Minneapolis,MN,7144.0,7144.0,0.5
Beth Medrash Meor Yitzchok,Monsey,NY,12600.0,12600.0,0.4921
San Ignacio University,Doral,FL,10405.0,10405.0,0.7037
Valor Christian College,Canal Winchester,OH,9892.0,9892.0,0.4146
Bethany Global University,Bloomington,MN,20700.0,20700.0,0.6119
United International College,Miramar,FL,10320.0,10320.0,0.92
California Jazz Conservatory,Berkeley,CA,23700.0,23700.0,0.5
Kennesaw State University,Kennesaw,GA,5786.0,17040.0,0.4806
Milligan University,Milligan,TN,39350.0,39350.0,0.6029
Chamberlain University-Nevada,Las Vegas,NV,20462.0,20462.0,0.0
Chamberlain University-New Jersey,North Brunswick,NJ,20462.0,20462.0,0.0
Arizona College of Nursing-Las Vegas,Las Vegas,NV,22426.0,22426.0,0.75
Husson University,Bangor,ME,22194.0,22194.0,0.5667
Northwest University-Center for Online and Extended Education,Kirkland,WA,14652.0,14652.0,0.3077
Yeshiva Zichron Aryeh,Far Rockaway,NY,9620.0,9620.0,0.0
Felbry College,Columbus,OH,27504.0,27504.0,0.7692
Elim Bible Institute and College,Lima,NY,10480.0,10480.0,0.697
Beth Medrash of Asbury Park,Lakewood,NJ,12010.0,12010.0,0.0
Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,9720.0,9720.0,0.6957
Seattle Film Institute,Seattle,WA,33000.0,33000.0,0.8889
Indiana Wesleyan University-National & Global,Marion,IN,8216.0,8216.0,0.3722
University of Saint Katherine,San Marcos,CA,28800.0,28800.0,0.4348
University of the People,Pasadena,CA,1200.0,1200.0,0.3674
Chamberlain University-North Carolina,Charlotte,NC,19686.0,19686.0,0.0
Chamberlain University-California,Rancho Cordova,CA,20462.0,20462.0,0.0
Purdue University Global,West Lafayette,IN,10110.0,14421.0,0.4762
Carolina University,Winston-Salem,NC,16000.0,16000.0,0.2923
Presbyterian Theological Seminary in America,Santa Fe Springs,CA,8839.0,8839.0,0.8
HCI College,West Palm Beach,FL,20028.0,20028.0,1.0
America Evangelical University,Gardena,CA,6200.0,6200.0,1.0
Westcliff University,Irvine,CA,21000.0,21000.0,0.5978
Bolivar Technical College,Bolivar,MO,27125.0,27125.0,0.0
Reformed University,Lawrenceville,GA,5360.0,5360.0,0.5
Yeshiva Shaar Ephraim,Monsey,NY,16975.0,16975.0,0.0811
California Institute of Arts & Technology,San Diego,CA,15390.0,15390.0,0.6986
Yeshiva Bais Aharon,Lakewood,NJ,10350.0,10350.0,0.0
Yeshiva Ohr Naftoli,New Windsor,NY,10550.0,10550.0,0.2727
Bais Medrash Mayan Hatorah,Lakewood,NJ,12000.0,12000.0,0.65
Purdue University Northwest,Hammond,IN,8419.0,15620.0,0.4402
Platt College-Anaheim,Anaheim,CA,14804.0,14804.0,0.6182
Yeshiva Kollel Tifereth Elizer,Brooklyn,NY,12300.0,12300.0,0.8571
Union Bible College,Westfield,IN,6230.0,6230.0,0.3636
Yeshiva Gedolah Tiferes Boruch,North Plainfield,NJ,9850.0,9850.0,0.0
Yeshiva Chemdas Hatorah,Lakewood,NJ,12150.0,12150.0,0.7059
Women's Institute of Torah Seminary and College,Baltimore,MD,9300.0,9300.0,1.0
Yeshiva Gedolah Keren Hatorah,Lakewood,NJ,9950.0,9950.0,0.6829
Yeshiva Gedolah of Cliffwood,Keyport,NJ,8550.0,8550.0,0.1053
Yeshivas Emek Hatorah,Howell,NJ,9750.0,9750.0,0.0435
Yeshiva Gedola Tiferes Yerachmiel,Lakewood,NJ,9400.0,9400.0,0.8824
EDP University of Puerto Rico-Villalba,Villalba,PR,7050.0,14125.0,0.3636
Drury University-College of Continuing Professional Studies,Springfield,MO,8044.0,8044.0,0.3208
Yeshiva of Ocean,Greenfield Park,NY,8600.0,8600.0,0.6667
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Brooklyn,NY,21000.0,21000.0,0.1228
Yeshivat Hechal Shemuel,Brooklyn,NY,12380.0,12380.0,0.8
Yeshiva Gedolah of Woodlake Village,Lakewood,NJ,9030.0,9030.0,0.5
Yeshiva Gedola Tiferes Yaakov Yitzchok,Lakewood,NJ,13700.0,13700.0,0.8333
Faith Theological Seminary and Christian College,Tampa,FL,1520.0,1520.0,0.9333
The Southwestern Baptist Theological Seminary,Fort Worth,TX,10446.0,10446.0,0.3556
Christ Mission College,San Antonio,TX,8229.0,8229.0,0.0
Urshan College,Wentzville,MO,8506.0,8506.0,0.55
Yeshiva Yesoda Hatorah Vetz Chaim,Brooklyn,NY,21000.0,21000.0,0.3462
Ponce Health Sciences University-East,Ponce,PR,10504.0,21504.0,0.7778
Bais Medrash of Dexter Park,Chestnut Ridge,NY,11000.0,11000.0,0.8571
Oak Valley College,Rialto,CA,16100.0,16100.0,0.4348
Indian Bible College,Flagstaff,AZ,7640.0,7640.0,1.0
California Northstate University,Elk Grove,CA,56501.0,56501.0,0.8788
Commonwealth University of Pennsylvania,Bloomsburg,PA,11046.0,22870.0,0.5302
Pennsylvania Western University,California,PA,11388.0,16006.0,0.5103
Yeshiva of Kasho,Brooklyn,NY,14000.0,14000.0,0.1087
Yeshivas Sanz Klauzenburg,Brooklyn,NY,14000.0,14000.0,0.2727
URBE University,Sweetwater,FL,30550.0,30550.0,0.6111
